ukprn,provider_name,provider_type,provider_group,inspection_number,inspection_type,inspection_date,inspection_length_in_days
10007362,Richmond Upon Thames Borough Council,Local authority provider,Adult community education providers,10123042,Short inspection Conversion,2020.02.12,12
10006042,Southwark Adult Learning Service,Local authority provider,Adult community education providers,ITS375509,Full Inspection,2012.03.05,4
10004000,Sutton London Borough Council,Local authority provider,Adult community education providers,ITS441287,Full Inspection,2014.06.25,2
10006964,Tower Hamlets Idea Store Learning,Local authority provider,Adult community education providers,ITS408470,Full Inspection,2013.02.25,4
10007322,Waltham Forest London Borough Council,Local authority provider,Adult community education providers,10011495,Full Inspection,2016.06.21,3
10004002,Wandsworth London Borough Council,Local authority provider,Adult community education providers,10004964,Full Inspection,2016.03.01,3
10004013,The London College of Beauty Therapy Limited,Independent learning provider,Independent learning providers (including employer providers),10078063,Full Inspection,2019.02.12,3
10004124,Luton Borough Council,Local authority provider,Adult community education providers,ITS434069,Full Inspection,2014.09.29,4
10004175,Manchester City Council,Local authority provider,Adult community education providers,ITS423418,Full Inspection,2013.10.21,4
10004177,The Growth Company Limited,Independent learning provider,Independent learning providers (including employer providers),10054657,Full Inspection,2018.10.30,3
10004181,Mantra Learning Limited,Independent learning provider,Independent learning providers (including employer providers),ITS433721,Full Inspection,2014.03.10,4
10084918,Marshall Of Cambridge (Holdings) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10067528,Martec Training,Independent learning provider,Independent learning providers (including employer providers),10054721,Full Inspection,2018.10.09,2
10004257,McArthur Dean Training Limited,Independent learning provider,Independent learning providers (including employer providers),ITS406811,Full Inspection,2012.12.11,3
10004140,Meat East Anglia Trades (Ipswich) Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10004283,Medivet,Employer provider,Independent learning providers (including employer providers),10127776,Full Inspection,2020.01.07,3
10004285,Medway Council,Local authority provider,Adult community education providers,ITS446029,Full Inspection,2015.06.23,3
10004303,Mercia Partnership (UK) Ltd,Independent learning provider,Independent learning providers (including employer providers),10109431,Full Inspection,2019.09.17,3
10007214,Merseyside Accredited Community Training and Assessment Centre (MACTAC),Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10003996,Merton Adult Education,Local authority provider,Adult community education providers,10109481,Full Inspection,2019.10.08,3
10012892,Michael John Training Manchester,Independent learning provider,Independent learning providers (including employer providers),ITS366028,Full Inspection,2011.09.05,3
10004355,Midland Group Training Services Limited,Independent learning provider,Independent learning providers (including employer providers),ITS429002,Full Inspection,2013.11.18,4
10004370,Youngsave Company Limited,Independent learning provider,Independent learning providers (including employer providers),ITS410686,Full Inspection,2013.06.18,3
10004374,Milton Keynes Christian Foundation Limited,Independent learning provider,Independent learning providers (including employer providers),ITS429273,Full Inspection,2014.06.09,3
10024055,Mitre Group Ltd,Independent learning provider,Independent learning providers (including employer providers),10087174,Full Inspection,2019.03.19,3
10004399,Doosan Babcock Limited,Independent learning provider,Independent learning providers (including employer providers),ITS388103,Full Inspection,2012.08.21,3
10004406,Mode Training Ltd,Independent learning provider,Independent learning providers (including employer providers),10078064,Full Inspection,2019.02.26,3
10004434,Morthyng Group Limited,Independent learning provider,Independent learning providers (including employer providers),10022480,Full Inspection,2017.09.12,3
10004440,MIT Skills Limited,Independent learning provider,Independent learning providers (including employer providers),10022522,Full Inspection,2017.03.14,3
10004450,Mountview Academy of Theatre Arts Limited,Dance and drama college,Dance and drama colleges,10004971,Full Inspection,2015.10.07,1
10004484,N & B Training Company Limited,Independent learning provider,Independent learning providers (including employer providers),10090612,Full Inspection,2019.08.20,3
10004499,National Business College Limited,Independent learning provider,Independent learning providers (including employer providers),ITS343430,Full Inspection,2009.09.15,3
10004512,National Grid PLC,Employer provider,Independent learning providers (including employer providers),10020177,Full Inspection,2016.11.15,3
10004530,National Tyre Service Limited,Employer provider,Independent learning providers (including employer providers),ITS345356,Full Inspection,2010.01.12,3
10004601,Newcastle upon Tyne City Council,Local authority provider,Adult community education providers,10049215,Full Inspection,2018.03.13,3
10004609,Newham Training and Education Centre,Independent learning provider,Independent learning providers (including employer providers),ITS404219,Full Inspection,2013.02.13,2
10026702,Nissan Motor Manufacturing (UK) Limited,Employer provider,Independent learning providers (including employer providers),10037430,Full Inspection,2018.06.19,3
10004643,Northamptonshire Industrial Training Association Limited,Independent learning provider,Independent learning providers (including employer providers),ITS399109,Full Inspection,2012.12.11,3
10004657,Norfolk County Council Adult Learning,Local authority provider,Adult community education providers,10011497,Full Inspection,2016.04.18,3
10004547,North East Employment & Training Agency Ltd,Independent learning provider,Independent learning providers (including employer providers),ITS429225,Full Inspection,2014.06.24,3
10009085,North Humberside Motor Trades GTA,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10004692,The North Lancs. Training Group Limited,Independent learning provider,Independent learning providers (including employer providers),10004979,Full Inspection,2015.11.10,3
